"Senegal","60","70","51","14","14","14","59","70","49","14","14","14","58","69","48","14","14","14","57","69","46","14","15","14","56","69","45","15","15","15","55","68","43","16","16","16","54","68","42","17","16","17","53","67","41","17","17","17","52","67","39","18","18","18","51","66","38","18","18","18","50","66","36","19","19","19","49","66","35","19","19","19","47","65","34","20","20","19","46","65","32","20","20","20","45","64","31","20","20","19","44","64","30","19","20","18","43","63","28","19","20","18","42","63","27","18","20","17","41","63","26","18","20","16","40","62","24","17","20","16","39","62","23","17","20","15","38","61","22","17","20","15","37","61","21","16","20","14"
"Serbia","98","100","96","25","22","29","98","100","96","26","23","29","98","100","96","26","23","30","98","100","96","26","23","30","98","100","96","26","24","30","98","99","96","27","24","30","98","99","95","27","24","30","97","99","95","27","25","30","97","99","95","27","25","30","97","99","95","28","25","30","97","98","95","28","26","30","97","98","95","28","26","31","97","98","95","28","26","31","96","98","95","28","26","31","96","98","95","29","27","31","96","97","94","29","27","31","96","97","94","29","27","31","96","97","94","29","27","31","96","97","94","29","27","31","96","97","94","29","27","31","96","97","94","29","27","31","96","97","94","29","27","31","96","97","94","29","27","32"
"Seychelles","100","","","","","","100","","","","","","100","","","","","","100","","","","","","99","","","","","","99","","","","","","99","","","","","","99","","","","","","99","","","","","","99","","","","","","98","","","","","","98","","","","","","98","","","","","","98","","","","","","97","","","","","","97","","","","","","97","","","","","","97","","","","","","96","","","","","","96","","","","","","96","","","","","","96","","","","","","95","","","","",""
"Sierra Leone","23","35","14","15","23","10","22","33","13","15","22","9","21","32","12","14","21","9","20","31","12","13","20","8","19","30","11","13","19","8","18","29","11","12","18","8","17","28","10","11","18","7","17","27","9","11","17","7","16","26","9","10","16","6","15","25","8","10","16","6","14","24","8","9","15","6","14","23","7","9","14","5","13","23","7","8","14","5","12","22","6","8","13","4","11","21","6","7","13","4","11","20","5","7","12","4","10","19","5","7","12","3","10","18","4","6","11","3","9","17","4","6","11","3","8","17","4","5","10","3","8","16","3","5","10","3","8","16","3","5","10","2","8","16","3","5","10","2"
"Singapore","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100",""
"Slovakia","98","99","96","82","88","75","98","99","96","82","88","75","98","99","96","82","88","76","98","99","96","82","89","76","98","99","96","82","89","76","98","99","96","83","89","76","98","99","96","83","89","76","98","99","96","83","89","76","98","99","96","83","89","76","98","99","96","83","89","76","98","99","97","83","89","76","98","99","97","83","89","76","98","99","97","83","89","76","99","99","98","83","89","77","99","99","98","84","89","77","99","99","98","84","89","77","99","99","99","84","89","77","99","100","99","84","89","78","99","100","99","84","90","78","100","100","100","85","90","78","100","100","100","85","90","78","100","100","100","85","90","78","100","100","100","85","90","78"
"Slovenia","98","","","84","","","98","","","84","","","98","","","84","","","98","","","83","","","98","","","83","","","99","","","82","","","99","","","81","","","99","","","79","","","99","","","76","","","99","","","73","","","99","","","70","","","99","","","67","","","99","","","64","","","99","","","61","","","99","","","59","","","99","","","56","","","99","","","54","","","99","","","51","","","99","","","49","","","99","","","46","","","99","","","44","","","99","","","42","","","99","","","40","",""
"Solomon Islands","","","21","","","","35","78","21","","","","35","78","21","","","","34","78","21","","","","34","78","21","","","","34","78","20","","","","33","78","19","","","","32","77","19","","","","31","75","18","","","","30","74","18","","","","29","73","17","","","","28","71","17","","","","27","70","16","","","","26","68","16","","","","25","67","15","","","","24","66","14","","","","23","64","14","","","","22","63","13","","","","21","62","13","","","","21","62","13","","","","21","62","13","","","","21","62","13","","","","20","62","13","","",""
"Somalia","41","57","26","33","45","22","40","57","26","32","45","22","39","56","25","32","44","21","38","56","24","31","43","20","37","55","22","30","43","19","36","55","21","29","42","18","35","54","20","28","42","17","34","54","19","27","41","16","33","53","18","26","41","16","32","53","17","25","40","15","31","52","16","25","39","14","30","51","15","24","39","13","29","51","14","23","38","13","27","50","13","22","38","12","26","50","12","21","37","11","25","49","12","19","37","10","25","49","11","20","36","10","24","48","10","19","36","9","23","48","9","18","35","8","22","47","9","17","35","8","21","47","8","17","35","7","21","47","8","16","34","7","20","46","7","16","34","6"
"South Africa","78","77","78","72","73","","77","77","76","71","73","","76","77","75","70","72","","75","77","73","70","72","","75","76","71","69","72","","74","76","70","68","72","","73","76","68","67","71","","72","75","66","67","71","","71","75","65","66","71","","71","75","63","65","70","","70","75","62","64","70","","69","74","60","63","70","","68","74","59","63","69","","67","74","57","62","69","","67","73","56","61","69","","66","73","54","60","68","","65","73","53","60","68","","64","72","51","59","68","","63","72","50","58","67","","62","72","49","57","67","","61","72","47","56","67","","60","71","46","55","66","","60","71","44","55","66",""
"South Sudan","16","42","9","","","","16","42","9","","","","16","42","9","","","","16","42","9","","","","14","39","9","","","","13","35","8","","","","12","32","7","","","","11","29","7","","","","10","27","6","","","","9","24","5","","","","8","21","5","","","","7","19","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","90","","","100","100","100","91","","","100","100","100","91","","","100","100","100","91","","","100","100","100","91","","","100","100","100","91","","","100","100","100","91","","","100","100","100","91","",""
"Sri Lanka","95","96","95","","","","94","95","94","","","","93","94","93","","","","92","93","92","","","","92","92","92","","","","91","91","91","","","","90","90","90","","","","89","89","89","","","","88","88","88","","","","87","87","87","","","","87","86","87","","","","86","85","86","","","","85","85","85","","","","84","84","84","","","","83","83","83","","","","82","82","83","","","","82","81","82","","","","81","80","81","","","","80","79","80","","","","79","78","79","","","","78","77","79","","","","78","76","78","","","","77","75","77","","",""
"Sudan","","","","","","","","","","","","","37","60","24","","","","37","60","24","","","","37","60","24","","","","37","60","24","","","","36","60","24","","","","35","58","23","","","","34","57","22","","","","32","55","21","","","","31","53","20","","","","30","52","19","","","","28","50","17","","","","27","48","16","","","","26","47","15","","","","24","45","14","","","","23","43","13","","","","22","42","12","","","","21","40","11","","","","21","40","11","","","","21","40","11","","","","21","40","11","","","","21","40","11","","",""
"Suriname","90","94","82","25","21","34","90","94","82","25","21","34","90","94","82","25","21","34","89","93","81","25","21","34","89","93","80","26","21","35","88","93","78","26","21","35","87","92","77","26","22","36","86","92","76","27","22","36","86","92","74","27","22","37","85","91","73","28","23","37","84","91","72","28","23","37","84","91","71","28","23","38","83","90","69","29","24","38","83","90","68","29","24","39","82","89","67","29","24","39","81","89","65","29","25","39","81","89","64","30","25","40","80","88","63","30","25","40","79","88","62","30","25","41","79","88","61","30","25","40","79","88","60","30","25","39","78","88","59","30","25","38","78","88","58","29","25","37"
"Sweden","99","99","99","96","96","92","99","99","99","96","96","92","99","99","99","96","96","92","99","99","99","95","96","92","99","99","99","95","96","92","99","99","99","95","96","92","99","99","99","95","96","92","99","99","99","95","96","92","99","99","99","95","96","92","99","99","99","95","96","92","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91","99","99","99","95","96","91"
"Switzerland","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99","100","100","100","100","100","99","100","100","100","99","100","98","100","100","100","99","100","98","100","100","100","99","100","97","100","100","100","99","100","97","100","100","100","99","100","97","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96","100","100","100","99","100","96"
"Syrian Arab Republic","95","96","94","","","","95","96","93","","","","94","96","93","","","","94","95","92","","","","94","95","92","","","","93","95","91","","","","93","95","91","","","","93","95","90","","","","92","94","90","","","","92","94","89","","","","92","94","89","","","","91","94","88","","","","91","94","88","","","","91","93","88","","","","90","93","87","","","","90","93","87","","","","90","93","86","","","","89","93","86","","","","89","92","85","","","","89","92","85","","","","89","92","85","","","","89","92","85","","","","88","92","84","","",""
"Tajikistan","97","94","98","","","59","97","94","98","","","59","97","94","98","","","59","97","94","98","","","59","96","94","97","","","59","96","94","97","","","59","96","94","96","","","59","95","94","96","","","58","95","94","95","","","58","95","94","95","","","58","94","94","94","","","58","94","94","94","","","58","93","94","93","","","57","93","93","93","","","57","93","93","92","","","57","92","93","92","","","57","92","93","91","","","57","92","93","91","","","56","91","93","91","","","56","91","93","90","","","56","91","93","90","","","55","90","93","89","","","55","90","93","89","","","55"
"Thailand","99","100","98","26","30","22","99","100","98","26","30","22","99","99","98","26","30","22","98","99","98","26","29","22","98","98","98","25","29","22","98","98","98","25","28","22","97","97","98","25","28","21","97","97","97","24","28","21","97","96","97","24","27","21","96","96","97","24","27","21","96","95","97","23","27","20","96","95","96","23","26","20","95","94","96","23","26","20","95","94","96","22","26","20","95","94","96","22","25","20","94","93","95","22","25","19","94","93","95","21","24","19","94","92","95","21","24","19","94","92","95","21","24","19","93","91","94","20","24","19","93","91","94","20","24","18","93","90","94","20","23","18","92","90","94","20","23","18"
"Timor-Leste","58","72","52","","","","57","72","51","","","","56","71","49","","","","55","71","48","","","","54","70","47","","","","53","70","46","","","","52","70","44","","","","51","69","43","","","","50","69","42","","","","49","68","41","","","","47","68","39","","","","46","67","38","","","","45","67","37","","","","44","66","36","","","","43","66","34","","","","42","65","33","","","","40","64","32","","","","39","64","31","","","","38","63","29","","","","37","62","28","","","","35","61","27","","","","","","","","","","","","","","",""
"Togo","19","32","9","6","7","5","19","32","9","6","7","5","19","32","9","6","7","5","18","32","9","6","7","4","18","31","8","5","7","4","17","31","8","5","7","4","17","30","7","5","7","4","16","30","7","5","7","4","16","29","7","5","7","4","15","29","6","5","7","3","14","28","6","5","7","3","14","28","5","5","7","3","13","27","5","4","7","3","13","27","5","4","7","3","13","26","4","4","7","2","12","26","4","4","7","2","12","26","4","4","7","2","11","25","4","4","7","2","11","25","3","4","7","2","10","24","3","4","7","2","10","24","3","4","7","2","10","24","3","3","7","2","10","24","3","3","7","2"
"Tonga","95","96","95","32","22","35","95","97","95","32","22","35","95","97","94","33","22","36","95","97","94","33","23","36","94","97","93","33","24","36","94","97","93","34","24","37","94","97","93","34","25","37","93","97","92","35","26","37","93","97","92","35","26","38","93","97","92","36","27","38","93","98","91","36","28","39","92","98","91","37","29","39","92","98","90","37","29","39","91","98","90","37","29","39","91","98","89","36","29","38","90","97","88","36","29","38","90","97","87","35","29","37","89","97","87","35","29","36","89","97","86","34","29","36","89","97","86","34","29","36","89","97","86","34","29","36","89","97","86","34","29","36","89","97","86","34","29","36"
"Trinidad and Tobago","94","","","","","","94","","","","","","94","","","","","","94","","","","","","94","","","","","","94","","","","","","94","","","","","","94","","","","","","93","","","","","","93","","","","","","93","","","","","","93","","","","","","93","","","","","","92","","","","","","92","","","","","","92","","","","","","92","","","","","","91","","","","","","91","","","","","","91","","","","","","91","","","","","","90","","","","","","90","","","","",""
"Tunisia","97","98","97","81","89","63","97","98","97","81","89","63","97","98","97","81","89","63","96","97","94","80","88","61","95","97","91","78","87","58","94","97","88","77","86","56","93","97","86","75","85","54","92","96","83","74","84","52","91","96","80","72","83","50","90","96","78","71","82","48","89","96","75","70","81","46","88","96","72","68","80","44","87","95","70","67","79","42","86","95","67","65","78","40","85","95","65","64","77","38","84","95","62","63","76","36","83","94","60","61","75","34","82","94","58","60","74","33","80","94","56","59","74","31","79","94","53","57","73","29","78","94","51","56","72","28","77","93","49","55","71","26","77","93","48","54","71","25"
"Türkiye","99","100","97","79","78","81","99","100","97","77","76","80","99","100","97","75","74","78","99","100","96","73","72","76","98","99","94","71","70","74","98","99","93","69","68","71","97","99","91","66","66","69","96","99","90","65","64","67","96","99","88","63","62","65","95","98","87","61","60","64","95","98","85","59","58","62","94","98","84","57","56","60","93","98","82","56","54","59","93","98","81","54","52","57","92","97","79","52","51","56","91","97","78","51","49","54","91","97","77","49","47","53","90","97","75","48","46","51","89","97","74","46","44","49","88","96","72","44","42","47","87","96","71","44","42","46","87","96","69","43","42","45","87","96","69","43","42","45"
"Turkmenistan","100","100","100","","","","100","100","100","","","","99","99","100","","","","99","99","100","","","","99","98","99","","","","98","97","99","","","","98","97","99","","","","97","96","99","","","","97","96","98","","","","97","95","98","","","","96","94","98","","","","96","94","98","","","","95","93","98","","","","95","93","97","","","","95","92","97","","","","94","91","97","","","","94","91","97","","","","94","90","97","","","","93","90","96","","","","93","90","96","","","","93","90","96","","","","93","90","96","","","","93","90","96","","",""
"Tuvalu","84","83","85","37","35","42","84","83","85","38","35","43","84","83","85","38","35","44","83","83","84","39","35","44","83","83","84","39","36","45","83","83","84","40","36","46","83","83","84","40","36","47","83","83","83","41","36","47","83","83","83","41","37","48","83","84","83","42","37","49","83","84","83","42","37","50","83","84","82","43","37","51","83","84","82","44","37","51","83","84","82","44","37","51","83","84","81","44","37","51","83","84","81","44","37","50","82","84","81","43","37","50","82","84","81","43","37","49","82","84","80","43","37","49","81","84","80","43","37","48","81","83","79","43","37","48","81","83","79","42","36","47","80","83","78","42","36","47"
"Uganda","21","30","18","18","22","16","21","30","18","18","22","16","21","30","18","17","22","16","20","30","17","17","22","16","20","30","17","17","22","16","20","30","17","17","22","16","20","29","17","17","22","15","20","29","17","17","22","15","19","29","17","17","22","15","19","29","17","16","22","15","19","29","16","16","22","15","19","29","16","16","21","15","19","29","16","16","21","15","18","29","16","16","21","14","18","29","16","16","21","14","18","29","16","15","21","14","18","28","15","15","21","14","17","28","15","15","21","14","17","28","15","15","21","14","17","28","15","15","21","13","17","28","15","14","21","13","17","28","15","14","21","13","16","28","14","14","21","13"
"Ukraine","98","98","97","72","69","","98","98","97","72","69","","98","98","97","72","69","","98","98","97","72","69","","98","98","97","72","69","","98","98","97","70","66","","97","98","96","67","64","","97","98","96","65","61","","97","98","96","62","58","","97","98","95","60","55","","97","98","95","57","52","","96","98","94","54","49","","96","98","94","51","46","","96","98","93","49","43","","96","97","92","46","40","","96","97","92","45","39","","95","97","91","45","39","","95","97","91","44","39","","95","97","90","44","38","","95","97","90","43","38","","95","97","89","43","37","","94","97","89","42","37","","94","97","89","42","37",""
"United Arab Emirates","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","99","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98","99","99","100","98","98","98"
"United Kingdom of Great Britain and Northern Ireland","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94","99","99","99","98","99","94"
"United Republic of Tanzania","31","47","21","25","34","20","30","47","21","25","34","20","30","47","21","25","34","20","29","45","21","24","33","19","28","44","20","23","32","18","27","43","19","22","31","18","26","41","18","22","31","17","24","39","17","21","30","17","23","38","17","20","29","16","22","36","16","19","28","15","21","35","15","18","27","15","20","33","14","17","26","14","19","31","13","17","25","13","17","30","13","16","24","12","16","28","12","15","23","12","15","26","11","14","22","11","14","24","10","13","20","10","13","22","9","11","18","9","11","20","8","10","17","8","10","18","8","9","15","7","9","16","7","8","13","6","8","14","6","7","12","6","6","12","5","6","10","5"
"United States of America","100","100","99","97","97","","100","100","99","97","97","","100","100","99","97","97","","100","100","99","97","97","","100","100","99","97","97","","100","100","99","97","97","","100","100","99","97","97","","100","100","99","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","97","","100","100","100","97","96","","100","100","100","97","96","","100","100","100","96","96",""
"Uruguay","98","98","100","","","","98","98","100","","","","98","98","99","","","","98","98","98","","","","97","97","97","","","","97","97","96","","","","97","97","95","","","","97","97","95","","","","96","96","94","","","","96","96","93","","","","96","96","92","","","","95","96","91","","","","95","95","90","","","","95","95","89","","","","95","95","89","","","","94","95","88","","","","94","94","87","","","","94","94","86","","","","93","94","85","","","","93","94","85","","","","93","94","85","","","","93","94","85","","","","93","94","85","","",""
"Uzbekistan","96","95","97","75","63","86","96","95","97","75","63","86","96","95","97","74","64","85","96","96","96","74","64","85","96","96","96","74","64","85","96","96","96","74","64","85","96","96","96","74","64","85","95","96","95","74","64","84","95","96","95","74","64","84","95","96","95","74","64","84","95","96","94","74","65","84","95","96","94","74","65","84","95","96","94","74","65","83","95","96","93","74","65","83","95","96","93","74","65","83","94","96","93","74","65","83","94","96","93","74","65","82","94","96","92","74","65","82","94","96","92","74","66","82","94","96","92","74","66","82","94","96","91","74","66","82","94","96","91","74","66","81","93","96","91","74","66","81"
"Vanuatu","47","51","45","","30","","47","52","46","","31","","48","53","46","","31","","48","54","46","","32","","49","55","47","","33","","49","56","47","","33","","50","57","47","","34","","50","58","48","","35","","51","60","48","","35","","51","61","48","","36","","52","62","49","","37","","52","63","49","","37","","53","64","49","","38","","53","65","50","","38","","54","66","50","","39","","54","67","50","","40","","55","68","51","","40","","55","69","51","","41","","56","71","51","","42","","56","71","51","","42","","56","71","51","","42","","56","71","51","","42","","55","71","51","","42",""
"Venezuela (Bolivarian Republic of)","98","","","27","","","97","","","26","","","97","","","27","","","97","","","27","","","96","","","26","","","96","","","26","","","95","","","26","","","95","","","26","","","94","","","26","","","93","","","26","","","93","","","25","","","92","","","25","","","92","","","25","","","91","","","25","","","91","","","25","","","90","","","25","","","90","","","25","","","89","","","25","","","89","","","25","","","88","","","26","","","87","","","26","","","87","","","26","","","86","","","26","",""
"Viet Nam","92","98","88","44","41","45","90","97","86","43","41","45","88","96","84","43","41","44","87","95","82","42","41","43","85","94","79","42","41","43","83","94","77","41","41","42","81","93","75","41","41","41","79","92","73","40","40","40","77","91","70","40","40","40","75","90","68","39","40","39","73","89","66","39","40","38","71","88","64","38","40","38","69","88","61","38","40","37","67","87","59","37","40","36","65","86","57","37","40","35","63","85","55","36","40","35","62","84","53","36","40","34","60","83","51","35","40","33","58","82","48","35","40","33","56","82","46","34","40","32","54","81","44","34","40","31","52","80","42","33","40","31","50","80","40","32","39","29"
"Yemen","55","78","40","19","60","","55","78","40","19","60","","54","79","39","19","61","","54","79","38","19","61","","53","79","38","18","61","","53","80","37","18","61","","52","80","37","18","61","","52","81","36","17","61","","51","81","36","18","61","","51","82","35","18","62","","51","83","35","19","63","","50","83","34","20","64","","50","84","34","20","64","","49","85","33","21","65","","49","85","33","22","66","","49","86","32","22","67","","48","87","32","23","68","","48","88","31","23","68","","47","88","31","24","69","","47","89","30","25","70","","46","89","30","25","70","","46","89","30","25","70","","45","89","30","25","70",""
"Zambia","36","42","32","","","31","36","42","32","","","31","36","42","32","","","31","35","42","30","","","29","35","43","29","","","28","34","43","27","","","26","33","43","26","","","25","32","43","25","","","24","32","43","23","","","22","31","44","22","","","21","30","44","21","","","20","29","44","19","","","19","28","44","18","","","17","28","44","17","","","16","27","45","16","","","15","26","45","14","","","14","25","45","13","","","12","24","45","12","","","11","23","45","11","","","10","22","45","10","","","9","22","46","8","","","8","21","46","7","","","7","20","46","6","","","6"
"Zimbabwe","35","40","32","32","35","30","35","40","32","32","35","30","35","42","32","32","36","31","36","43","32","33","37","31","36","45","32","34","39","31","37","46","33","34","38","31","38","47","33","33","36","31","38","49","33","32","33","32","39","50","33","31","30","32","39","51","33","30","27","32","40","53","34","29","23","32","41","54","34","28","20","32","41","56","34","26","16","32","42","57","34","27","16","32","42","58","34","27","16","32","43","60","35","27","17","32","44","61","35","27","17","32","44","62","35","27","18","32","45","63","35","28","18","33","45","63","35","28","18","33","45","63","35","28","18","32","45","63","35","28","18","32","45","63","35","28","18","32"
